"","id","state","date","tavg","tmax","tmin","prcp"
"7742","US1FLDV0033","FL",2020-09-26,NA,NA,NA,0
"7743","US1FLDV0033","FL",2020-09-27,NA,NA,NA,0
"7744","US1FLDV0033","FL",2020-09-28,NA,NA,NA,196
"7745","US1FLDV0033","FL",2020-09-29,NA,NA,NA,18
"7746","US1FLDV0033","FL",2020-09-30,NA,NA,NA,97
"7747","US1FLDV0033","FL",2020-10-01,NA,NA,NA,0
"7748","US1FLDV0033","FL",2020-10-02,NA,NA,NA,0
"7749","US1FLDV0033","FL",2020-10-03,NA,NA,NA,0
"7750","US1FLDV0033","FL",2020-10-04,NA,NA,NA,0
"7751","US1FLDV0033","FL",2020-10-05,NA,NA,NA,NA
"7752","US1FLDV0033","FL",2020-10-06,NA,NA,NA,NA
"7753","US1FLDV0033","FL",2020-10-07,NA,NA,NA,0
"7754","US1FLDV0033","FL",2020-10-08,NA,NA,NA,0
"7755","US1FLDV0033","FL",2020-10-09,NA,NA,NA,0
"7756","US1FLDV0033","FL",2020-10-10,NA,NA,NA,137
"7757","US1FLDV0033","FL",2020-10-11,NA,NA,NA,10
"7758","US1FLDV0033","FL",2020-10-12,NA,NA,NA,46
"7759","US1FLDV0033","FL",2020-10-13,NA,NA,NA,0
"7760","US1FLDV0033","FL",2020-10-14,NA,NA,NA,0
"7761","US1FLDV0033","FL",2020-10-15,NA,NA,NA,0
"7762","US1FLDV0033","FL",2020-10-16,NA,NA,NA,0
"7763","US1FLDV0033","FL",2020-10-17,NA,NA,NA,0
"7764","US1FLDV0033","FL",2020-10-18,NA,NA,NA,0
"7765","US1FLDV0033","FL",2020-10-19,NA,NA,NA,46
"7766","US1FLDV0033","FL",2020-10-20,NA,NA,NA,79
"7767","US1FLDV0033","FL",2020-10-21,NA,NA,NA,64
"7768","US1FLDV0033","FL",2020-10-22,NA,NA,NA,30
"7769","US1FLDV0033","FL",2020-10-23,NA,NA,NA,86
"7770","US1FLDV0033","FL",2020-10-24,NA,NA,NA,130
"7771","US1FLDV0033","FL",2020-10-25,NA,NA,NA,0
"7772","US1FLDV0033","FL",2020-10-26,NA,NA,NA,0
"7773","US1FLDV0033","FL",2020-10-27,NA,NA,NA,48
"7774","US1FLDV0033","FL",2020-10-28,NA,NA,NA,20
"7775","US1FLDV0033","FL",2020-10-29,NA,NA,NA,0
"7776","US1FLDV0033","FL",2020-10-30,NA,NA,NA,8
"7777","US1FLDV0033","FL",2020-10-31,NA,NA,NA,0
"7778","US1FLDV0003","FL",2020-01-01,NA,NA,NA,0
"7779","US1FLDV0003","FL",2020-01-02,NA,NA,NA,0
"7780","US1FLDV0003","FL",2020-01-03,NA,NA,NA,0
"7781","US1FLDV0003","FL",2020-01-04,NA,NA,NA,0
"7782","US1FLDV0003","FL",2020-01-05,NA,NA,NA,30
"7783","US1FLDV0003","FL",2020-01-06,NA,NA,NA,0
"7784","US1FLDV0003","FL",2020-01-07,NA,NA,NA,0
"7785","US1FLDV0003","FL",2020-01-08,NA,NA,NA,0
"7786","US1FLDV0003","FL",2020-01-09,NA,NA,NA,0
"7787","US1FLDV0003","FL",2020-01-10,NA,NA,NA,0
"7788","US1FLDV0003","FL",2020-01-11,NA,NA,NA,0
"7789","US1FLDV0003","FL",2020-01-12,NA,NA,NA,0
"7790","US1FLDV0003","FL",2020-01-13,NA,NA,NA,0
"7791","US1FLDV0003","FL",2020-01-14,NA,NA,NA,0
"7792","US1FLDV0003","FL",2020-01-15,NA,NA,NA,0
"7793","US1FLDV0003","FL",2020-01-16,NA,NA,NA,0
"7794","US1FLDV0003","FL",2020-01-17,NA,NA,NA,0
"7795","US1FLDV0003","FL",2020-01-18,NA,NA,NA,0
"7796","US1FLDV0003","FL",2020-01-19,NA,NA,NA,0
"7797","US1FLDV0003","FL",2020-01-20,NA,NA,NA,41
"7798","US1FLDV0003","FL",2020-01-21,NA,NA,NA,0
"7799","US1FLDV0003","FL",2020-01-22,NA,NA,NA,0
"7800","US1FLDV0003","FL",2020-01-23,NA,NA,NA,0
"7801","US1FLDV0003","FL",2020-01-24,NA,NA,NA,0
"7802","US1FLDV0003","FL",2020-01-25,NA,NA,NA,5
"7803","US1FLDV0003","FL",2020-01-26,NA,NA,NA,0
"7804","US1FLDV0003","FL",2020-01-27,NA,NA,NA,0
"7805","US1FLDV0003","FL",2020-01-28,NA,NA,NA,0
"7806","US1FLDV0003","FL",2020-01-29,NA,NA,NA,0
"7807","US1FLDV0003","FL",2020-01-30,NA,NA,NA,28
"7808","US1FLDV0003","FL",2020-01-31,NA,NA,NA,0
"7809","US1FLDV0003","FL",2020-02-01,NA,NA,NA,0
"7810","US1FLDV0003","FL",2020-02-02,NA,NA,NA,0
"7811","US1FLDV0003","FL",2020-02-03,NA,NA,NA,0
"7812","US1FLDV0003","FL",2020-02-04,NA,NA,NA,0
"7813","US1FLDV0003","FL",2020-02-05,NA,NA,NA,0
"7814","US1FLDV0003","FL",2020-02-06,NA,NA,NA,0
"7815","US1FLDV0003","FL",2020-02-07,NA,NA,NA,69
"7816","US1FLDV0003","FL",2020-02-08,NA,NA,NA,0
"7817","US1FLDV0003","FL",2020-02-09,NA,NA,NA,0
"7818","US1FLDV0003","FL",2020-02-10,NA,NA,NA,0
"7819","US1FLDV0003","FL",2020-02-11,NA,NA,NA,0
"7820","US1FLDV0003","FL",2020-02-12,NA,NA,NA,0
"7821","US1FLDV0003","FL",2020-02-13,NA,NA,NA,0
"7822","US1FLDV0003","FL",2020-02-14,NA,NA,NA,30
"7823","US1FLDV0003","FL",2020-02-15,NA,NA,NA,58
"7824","US1FLDV0003","FL",2020-02-16,NA,NA,NA,0
"7825","US1FLDV0003","FL",2020-02-17,NA,NA,NA,119
"7826","US1FLDV0003","FL",2020-02-18,NA,NA,NA,5
"7827","US1FLDV0003","FL",2020-02-19,NA,NA,NA,5
"7828","US1FLDV0003","FL",2020-02-20,NA,NA,NA,0
"7829","US1FLDV0003","FL",2020-02-21,NA,NA,NA,76
"7830","US1FLDV0003","FL",2020-02-22,NA,NA,NA,0
"7831","US1FLDV0003","FL",2020-02-23,NA,NA,NA,0
"7832","US1FLDV0003","FL",2020-02-24,NA,NA,NA,0
"7833","US1FLDV0003","FL",2020-02-25,NA,NA,NA,0
"7834","US1FLDV0003","FL",2020-02-26,NA,NA,NA,340
"7835","US1FLDV0003","FL",2020-02-27,NA,NA,NA,84
"7836","US1FLDV0003","FL",2020-02-28,NA,NA,NA,0
"7837","US1FLDV0003","FL",2020-02-29,NA,NA,NA,0
"7838","US1FLDV0003","FL",2020-03-01,NA,NA,NA,0
"7839","US1FLDV0003","FL",2020-03-02,NA,NA,NA,0
"7840","US1FLDV0003","FL",2020-03-03,NA,NA,NA,0
"7841","US1FLDV0003","FL",2020-03-04,NA,NA,NA,0
"7842","US1FLDV0003","FL",2020-03-05,NA,NA,NA,0
"7843","US1FLDV0003","FL",2020-03-06,NA,NA,NA,203
"7844","US1FLDV0003","FL",2020-03-07,NA,NA,NA,0
"7845","US1FLDV0003","FL",2020-03-08,NA,NA,NA,0
"7846","US1FLDV0003","FL",2020-03-09,NA,NA,NA,0
"7847","US1FLDV0003","FL",2020-03-10,NA,NA,NA,3
"7848","US1FLDV0003","FL",2020-03-11,NA,NA,NA,0
"7849","US1FLDV0003","FL",2020-03-12,NA,NA,NA,0
"7850","US1FLDV0003","FL",2020-03-13,NA,NA,NA,0
"7851","US1FLDV0003","FL",2020-03-14,NA,NA,NA,0
"7852","US1FLDV0003","FL",2020-03-15,NA,NA,NA,0
"7853","US1FLDV0003","FL",2020-03-16,NA,NA,NA,0
"7854","US1FLDV0003","FL",2020-03-17,NA,NA,NA,0
"7855","US1FLDV0003","FL",2020-03-18,NA,NA,NA,46
"7856","US1FLDV0003","FL",2020-03-19,NA,NA,NA,0
"7857","US1FLDV0003","FL",2020-03-20,NA,NA,NA,0
"7858","US1FLDV0003","FL",2020-03-21,NA,NA,NA,0
"7859","US1FLDV0003","FL",2020-03-22,NA,NA,NA,0
"7860","US1FLDV0003","FL",2020-03-23,NA,NA,NA,0
"7861","US1FLDV0003","FL",2020-03-24,NA,NA,NA,0
"7862","US1FLDV0003","FL",2020-03-25,NA,NA,NA,0
"7863","US1FLDV0003","FL",2020-03-26,NA,NA,NA,0
"7864","US1FLDV0003","FL",2020-03-27,NA,NA,NA,0
"7865","US1FLDV0003","FL",2020-03-28,NA,NA,NA,0
"7866","US1FLDV0003","FL",2020-03-29,NA,NA,NA,0
"7867","US1FLDV0003","FL",2020-03-30,NA,NA,NA,0
"7868","US1FLDV0003","FL",2020-03-31,NA,NA,NA,0
"7869","US1FLDV0003","FL",2020-04-01,NA,NA,NA,71
"7870","US1FLDV0003","FL",2020-04-02,NA,NA,NA,0
"7871","US1FLDV0003","FL",2020-04-03,NA,NA,NA,0
"7872","US1FLDV0003","FL",2020-04-04,NA,NA,NA,0
"7873","US1FLDV0003","FL",2020-04-05,NA,NA,NA,0
"7874","US1FLDV0003","FL",2020-04-06,NA,NA,NA,140
"7875","US1FLDV0003","FL",2020-04-07,NA,NA,NA,0
"7876","US1FLDV0003","FL",2020-04-08,NA,NA,NA,0
"7877","US1FLDV0003","FL",2020-04-09,NA,NA,NA,56
"7878","US1FLDV0003","FL",2020-04-10,NA,NA,NA,0
"7879","US1FLDV0003","FL",2020-04-11,NA,NA,NA,0
"7880","US1FLDV0003","FL",2020-04-12,NA,NA,NA,0
"7881","US1FLDV0003","FL",2020-04-13,NA,NA,NA,0
"7882","US1FLDV0003","FL",2020-04-14,NA,NA,NA,216
"7883","US1FLDV0003","FL",2020-04-15,NA,NA,NA,145
"7884","US1FLDV0003","FL",2020-04-16,NA,NA,NA,335
"7885","US1FLDV0003","FL",2020-04-17,NA,NA,NA,0
"7886","US1FLDV0003","FL",2020-04-18,NA,NA,NA,0
"7887","US1FLDV0003","FL",2020-04-19,NA,NA,NA,28
"7888","US1FLDV0003","FL",2020-04-20,NA,NA,NA,0
"7889","US1FLDV0003","FL",2020-04-21,NA,NA,NA,132
"7890","US1FLDV0003","FL",2020-04-22,NA,NA,NA,0
"7891","US1FLDV0003","FL",2020-04-23,NA,NA,NA,0
"7892","US1FLDV0003","FL",2020-04-24,NA,NA,NA,145
"7893","US1FLDV0003","FL",2020-04-25,NA,NA,NA,0
"7894","US1FLDV0003","FL",2020-04-26,NA,NA,NA,0
"7895","US1FLDV0003","FL",2020-04-27,NA,NA,NA,0
"7896","US1FLDV0003","FL",2020-04-28,NA,NA,NA,0
"7897","US1FLDV0003","FL",2020-04-29,NA,NA,NA,0
"7898","US1FLDV0003","FL",2020-04-30,NA,NA,NA,124
"7899","US1FLDV0003","FL",2020-05-01,NA,NA,NA,28
"7900","US1FLDV0003","FL",2020-05-02,NA,NA,NA,0
"7901","US1FLDV0003","FL",2020-05-03,NA,NA,NA,0
"7902","US1FLDV0003","FL",2020-05-04,NA,NA,NA,0
"7903","US1FLDV0003","FL",2020-05-05,NA,NA,NA,0
"7904","US1FLDV0003","FL",2020-05-06,NA,NA,NA,0
"7905","US1FLDV0003","FL",2020-05-07,NA,NA,NA,0
"7906","US1FLDV0003","FL",2020-05-08,NA,NA,NA,0
"7907","US1FLDV0003","FL",2020-05-09,NA,NA,NA,0
"7908","US1FLDV0003","FL",2020-05-10,NA,NA,NA,0
"7909","US1FLDV0003","FL",2020-05-11,NA,NA,NA,0
"7910","US1FLDV0003","FL",2020-05-12,NA,NA,NA,0
"7911","US1FLDV0003","FL",2020-05-13,NA,NA,NA,0
"7912","US1FLDV0003","FL",2020-05-14,NA,NA,NA,0
"7913","US1FLDV0003","FL",2020-05-15,NA,NA,NA,0
"7914","US1FLDV0003","FL",2020-05-16,NA,NA,NA,0
"7915","US1FLDV0003","FL",2020-05-17,NA,NA,NA,0
"7916","US1FLDV0003","FL",2020-05-18,NA,NA,NA,0
"7917","US1FLDV0003","FL",2020-05-19,NA,NA,NA,0
"7918","US1FLDV0003","FL",2020-05-20,NA,NA,NA,0
"7919","US1FLDV0003","FL",2020-05-21,NA,NA,NA,0
"7920","US1FLDV0003","FL",2020-05-22,NA,NA,NA,0
"7921","US1FLDV0003","FL",2020-05-23,NA,NA,NA,0
"7922","US1FLDV0003","FL",2020-05-24,NA,NA,NA,0
"7923","US1FLDV0003","FL",2020-05-25,NA,NA,NA,0
"7924","US1FLDV0003","FL",2020-05-26,NA,NA,NA,185
"7925","US1FLDV0003","FL",2020-05-27,NA,NA,NA,318
"7926","US1FLDV0003","FL",2020-05-28,NA,NA,NA,132
"7927","US1FLDV0003","FL",2020-05-29,NA,NA,NA,318
"7928","US1FLDV0003","FL",2020-05-30,NA,NA,NA,201
"7929","US1FLDV0003","FL",2020-05-31,NA,NA,NA,0
"7930","US1FLDV0003","FL",2020-06-01,NA,NA,NA,0
"7931","US1FLDV0003","FL",2020-06-02,NA,NA,NA,0
"7932","US1FLDV0003","FL",2020-06-03,NA,NA,NA,0
"7933","US1FLDV0003","FL",2020-06-04,NA,NA,NA,25
"7934","US1FLDV0003","FL",2020-06-05,NA,NA,NA,114
"7935","US1FLDV0003","FL",2020-06-06,NA,NA,NA,0
"7936","US1FLDV0003","FL",2020-06-07,NA,NA,NA,648
"7937","US1FLDV0003","FL",2020-06-08,NA,NA,NA,1237
"7938","US1FLDV0003","FL",2020-06-09,NA,NA,NA,406
"7939","US1FLDV0003","FL",2020-06-10,NA,NA,NA,5
"7940","US1FLDV0003","FL",2020-06-11,NA,NA,NA,23
"7941","US1FLDV0003","FL",2020-06-12,NA,NA,NA,13
"7942","US1FLDV0003","FL",2020-06-13,NA,NA,NA,577
"7943","US1FLDV0003","FL",2020-06-14,NA,NA,NA,0
"7944","US1FLDV0003","FL",2020-06-15,NA,NA,NA,0
"7945","US1FLDV0003","FL",2020-06-16,NA,NA,NA,0
"7946","US1FLDV0003","FL",2020-06-17,NA,NA,NA,0
"7947","US1FLDV0003","FL",2020-06-18,NA,NA,NA,8
"7948","US1FLDV0003","FL",2020-06-19,NA,NA,NA,0
"7949","US1FLDV0003","FL",2020-06-20,NA,NA,NA,10
"7950","US1FLDV0003","FL",2020-06-21,NA,NA,NA,71
"7951","US1FLDV0003","FL",2020-06-22,NA,NA,NA,0
"7952","US1FLDV0003","FL",2020-06-23,NA,NA,NA,0
"7953","US1FLDV0003","FL",2020-06-24,NA,NA,NA,25
"7954","US1FLDV0003","FL",2020-06-25,NA,NA,NA,5
"7955","US1FLDV0003","FL",2020-06-26,NA,NA,NA,69
"7956","US1FLDV0003","FL",2020-06-27,NA,NA,NA,0
"7957","US1FLDV0003","FL",2020-06-28,NA,NA,NA,254
"7958","US1FLDV0003","FL",2020-06-29,NA,NA,NA,0
"7959","US1FLDV0003","FL",2020-06-30,NA,NA,NA,0
"7960","US1FLDV0003","FL",2020-07-01,NA,NA,NA,15
"7961","US1FLDV0003","FL",2020-07-02,NA,NA,NA,10
"7962","US1FLDV0003","FL",2020-07-03,NA,NA,NA,20
"7963","US1FLDV0003","FL",2020-07-04,NA,NA,NA,36
"7964","US1FLDV0003","FL",2020-07-05,NA,NA,NA,150
"7965","US1FLDV0003","FL",2020-07-06,NA,NA,NA,51
"7966","US1FLDV0003","FL",2020-07-07,NA,NA,NA,122
"7967","US1FLDV0003","FL",2020-07-08,NA,NA,NA,130
"7968","US1FLDV0003","FL",2020-07-09,NA,NA,NA,86
"7969","US1FLDV0003","FL",2020-07-10,NA,NA,NA,0
"7970","US1FLDV0003","FL",2020-07-11,NA,NA,NA,13
"7971","US1FLDV0003","FL",2020-07-12,NA,NA,NA,191
"7972","US1FLDV0003","FL",2020-07-13,NA,NA,NA,0
"7973","US1FLDV0003","FL",2020-07-14,NA,NA,NA,0
"7974","US1FLDV0003","FL",2020-07-15,NA,NA,NA,122
"7975","US1FLDV0003","FL",2020-07-16,NA,NA,NA,0
"7976","US1FLDV0003","FL",2020-07-17,NA,NA,NA,0
"7977","US1FLDV0003","FL",2020-07-18,NA,NA,NA,0
"7978","US1FLDV0003","FL",2020-07-19,NA,NA,NA,0
"7979","US1FLDV0003","FL",2020-07-20,NA,NA,NA,0
"7980","US1FLDV0003","FL",2020-07-21,NA,NA,NA,0
"7981","US1FLDV0003","FL",2020-07-22,NA,NA,NA,5
"7982","US1FLDV0003","FL",2020-07-23,NA,NA,NA,0
"7983","US1FLDV0003","FL",2020-07-24,NA,NA,NA,203
"7984","US1FLDV0003","FL",2020-07-25,NA,NA,NA,13
"7985","US1FLDV0003","FL",2020-07-26,NA,NA,NA,3
"7986","US1FLDV0003","FL",2020-07-27,NA,NA,NA,0
"7987","US1FLDV0003","FL",2020-07-28,NA,NA,NA,163
"7988","US1FLDV0003","FL",2020-07-29,NA,NA,NA,175
"7989","US1FLDV0003","FL",2020-07-30,NA,NA,NA,58
"7990","US1FLDV0003","FL",2020-07-31,NA,NA,NA,58
"7991","US1FLDV0003","FL",2020-08-01,NA,NA,NA,0
"7992","US1FLDV0003","FL",2020-08-02,NA,NA,NA,0
"7993","US1FLDV0003","FL",2020-08-03,NA,NA,NA,127
"7994","US1FLDV0003","FL",2020-08-04,NA,NA,NA,36
"7995","US1FLDV0003","FL",2020-08-05,NA,NA,NA,274
"7996","US1FLDV0003","FL",2020-08-06,NA,NA,NA,0
"7997","US1FLDV0003","FL",2020-08-07,NA,NA,NA,165
"7998","US1FLDV0003","FL",2020-08-08,NA,NA,NA,71
"7999","US1FLDV0003","FL",2020-08-09,NA,NA,NA,0
"8000","US1FLDV0003","FL",2020-08-10,NA,NA,NA,152
"8001","US1FLDV0003","FL",2020-08-11,NA,NA,NA,589
"8002","US1FLDV0003","FL",2020-08-12,NA,NA,NA,25
"8003","US1FLDV0003","FL",2020-08-13,NA,NA,NA,0
"8004","US1FLDV0003","FL",2020-08-14,NA,NA,NA,152
"8005","US1FLDV0003","FL",2020-08-15,NA,NA,NA,102
"8006","US1FLDV0003","FL",2020-08-16,NA,NA,NA,71
"8007","US1FLDV0003","FL",2020-08-17,NA,NA,NA,0
"8008","US1FLDV0003","FL",2020-08-18,NA,NA,NA,0
"8009","US1FLDV0003","FL",2020-08-19,NA,NA,NA,0
"8010","US1FLDV0003","FL",2020-08-20,NA,NA,NA,25
"8011","US1FLDV0003","FL",2020-08-21,NA,NA,NA,97
"8012","US1FLDV0003","FL",2020-08-22,NA,NA,NA,3
"8013","US1FLDV0003","FL",2020-08-23,NA,NA,NA,18
"8014","US1FLDV0003","FL",2020-08-24,NA,NA,NA,122
"8015","US1FLDV0003","FL",2020-08-25,NA,NA,NA,25
"8016","US1FLDV0003","FL",2020-08-26,NA,NA,NA,0
"8017","US1FLDV0003","FL",2020-08-27,NA,NA,NA,0
"8018","US1FLDV0003","FL",2020-08-28,NA,NA,NA,0
"8019","US1FLDV0003","FL",2020-08-29,NA,NA,NA,0
"8020","US1FLDV0003","FL",2020-08-30,NA,NA,NA,25
"8021","US1FLDV0003","FL",2020-08-31,NA,NA,NA,20
"8022","US1FLDV0003","FL",2020-09-01,NA,NA,NA,69
"8023","US1FLDV0003","FL",2020-09-02,NA,NA,NA,0
"8024","US1FLDV0003","FL",2020-09-03,NA,NA,NA,0
"8025","US1FLDV0003","FL",2020-09-04,NA,NA,NA,89
"8026","US1FLDV0003","FL",2020-09-05,NA,NA,NA,0
"8027","US1FLDV0003","FL",2020-09-06,NA,NA,NA,0
"8028","US1FLDV0003","FL",2020-09-07,NA,NA,NA,81
"8029","US1FLDV0003","FL",2020-09-08,NA,NA,NA,109
"8030","US1FLDV0003","FL",2020-09-09,NA,NA,NA,79
"8031","US1FLDV0003","FL",2020-09-10,NA,NA,NA,241
"8032","US1FLDV0003","FL",2020-09-11,NA,NA,NA,8
"8033","US1FLDV0003","FL",2020-09-12,NA,NA,NA,229
"8034","US1FLDV0003","FL",2020-09-13,NA,NA,NA,185
"8035","US1FLDV0003","FL",2020-09-14,NA,NA,NA,135
"8036","US1FLDV0003","FL",2020-09-15,NA,NA,NA,0
"8037","US1FLDV0003","FL",2020-09-16,NA,NA,NA,41
"8038","US1FLDV0003","FL",2020-09-17,NA,NA,NA,191
"8039","US1FLDV0003","FL",2020-09-18,NA,NA,NA,79
"8040","US1FLDV0003","FL",2020-09-19,NA,NA,NA,5
"8041","US1FLDV0003","FL",2020-09-20,NA,NA,NA,71
"8042","US1FLDV0003","FL",2020-09-21,NA,NA,NA,25
"8043","US1FLDV0003","FL",2020-09-22,NA,NA,NA,5
"8044","US1FLDV0003","FL",2020-09-23,NA,NA,NA,0
"8045","US1FLDV0003","FL",2020-09-24,NA,NA,NA,0
"8046","US1FLDV0003","FL",2020-09-25,NA,NA,NA,0
"8047","US1FLDV0003","FL",2020-09-26,NA,NA,NA,0
"8048","US1FLDV0003","FL",2020-09-27,NA,NA,NA,0
"8049","US1FLDV0003","FL",2020-09-28,NA,NA,NA,409
"8050","US1FLDV0003","FL",2020-09-29,NA,NA,NA,48
"8051","US1FLDV0003","FL",2020-09-30,NA,NA,NA,30
"8052","US1FLDV0003","FL",2020-10-01,NA,NA,NA,0
"8053","US1FLDV0003","FL",2020-10-02,NA,NA,NA,0
"8054","US1FLDV0003","FL",2020-10-03,NA,NA,NA,0
"8055","US1FLDV0003","FL",2020-10-04,NA,NA,NA,0
"8056","US1FLDV0003","FL",2020-10-05,NA,NA,NA,94
"8057","US1FLDV0003","FL",2020-10-06,NA,NA,NA,279
"8058","US1FLDV0003","FL",2020-10-07,NA,NA,NA,0
"8059","US1FLDV0003","FL",2020-10-08,NA,NA,NA,0
"8060","US1FLDV0003","FL",2020-10-09,NA,NA,NA,0
"8061","US1FLDV0003","FL",2020-10-10,NA,NA,NA,NA
"8062","US1FLDV0003","FL",2020-10-11,NA,NA,NA,30
"8063","US1FLDV0003","FL",2020-10-12,NA,NA,NA,5
"8064","US1FLDV0003","FL",2020-10-13,NA,NA,NA,0
"8065","US1FLDV0003","FL",2020-10-14,NA,NA,NA,0
"8066","US1FLDV0003","FL",2020-10-15,NA,NA,NA,0
"8067","US1FLDV0003","FL",2020-10-16,NA,NA,NA,0
"8068","US1FLDV0003","FL",2020-10-17,NA,NA,NA,0
"8069","US1FLDV0003","FL",2020-10-18,NA,NA,NA,0
"8070","US1FLDV0003","FL",2020-10-19,NA,NA,NA,18
"8071","US1FLDV0003","FL",2020-10-20,NA,NA,NA,64
"8072","US1FLDV0003","FL",2020-10-21,NA,NA,NA,18
"8073","US1FLDV0003","FL",2020-10-22,NA,NA,NA,56
"8074","US1FLDV0003","FL",2020-10-23,NA,NA,NA,160
"8075","US1FLDV0003","FL",2020-10-24,NA,NA,NA,150
"8076","US1FLDV0003","FL",2020-10-25,NA,NA,NA,5
"8077","US1FLDV0003","FL",2020-10-26,NA,NA,NA,0
"8078","US1FLDV0003","FL",2020-10-27,NA,NA,NA,18
"8079","US1FLDV0003","FL",2020-10-28,NA,NA,NA,36
"8080","US1FLDV0003","FL",2020-10-29,NA,NA,NA,0
"8081","US1FLDV0003","FL",2020-10-30,NA,NA,NA,5
"8082","US1FLDV0003","FL",2020-10-31,NA,NA,NA,0
"8083","US1FLLV0001","FL",2020-01-01,NA,NA,NA,0
"8084","US1FLLV0001","FL",2020-01-02,NA,NA,NA,0
"8085","US1FLLV0001","FL",2020-01-03,NA,NA,NA,0
"8086","US1FLLV0001","FL",2020-01-04,NA,NA,NA,0
"8087","US1FLLV0001","FL",2020-01-05,NA,NA,NA,NA
"8088","US1FLLV0001","FL",2020-01-06,NA,NA,NA,NA
"8089","US1FLLV0001","FL",2020-01-07,NA,NA,NA,0
"8090","US1FLLV0001","FL",2020-01-08,NA,NA,NA,0
"8091","US1FLLV0001","FL",2020-01-09,NA,NA,NA,0
"8092","US1FLLV0001","FL",2020-01-10,NA,NA,NA,0
"8093","US1FLLV0001","FL",2020-01-11,NA,NA,NA,0
"8094","US1FLLV0001","FL",2020-01-12,NA,NA,NA,0
"8095","US1FLLV0001","FL",2020-01-13,NA,NA,NA,0
"8096","US1FLLV0001","FL",2020-01-14,NA,NA,NA,0
"8097","US1FLLV0001","FL",2020-01-15,NA,NA,NA,0
"8098","US1FLLV0001","FL",2020-01-16,NA,NA,NA,0
"8099","US1FLLV0001","FL",2020-01-17,NA,NA,NA,0
"8100","US1FLLV0001","FL",2020-01-18,NA,NA,NA,0
"8101","US1FLLV0001","FL",2020-01-19,NA,NA,NA,0
"8102","US1FLLV0001","FL",2020-01-20,NA,NA,NA,0
"8103","US1FLLV0001","FL",2020-01-21,NA,NA,NA,0
"8104","US1FLLV0001","FL",2020-01-22,NA,NA,NA,0
"8105","US1FLLV0001","FL",2020-01-23,NA,NA,NA,0
"8106","US1FLLV0001","FL",2020-01-24,NA,NA,NA,0
"8107","US1FLLV0001","FL",2020-01-25,NA,NA,NA,0
"8108","US1FLLV0001","FL",2020-01-26,NA,NA,NA,0
"8109","US1FLLV0001","FL",2020-01-27,NA,NA,NA,0
"8110","US1FLLV0001","FL",2020-01-28,NA,NA,NA,0
"8111","US1FLLV0001","FL",2020-01-29,NA,NA,NA,0
"8112","US1FLLV0001","FL",2020-01-30,NA,NA,NA,0
"8113","US1FLLV0001","FL",2020-01-31,NA,NA,NA,0
"8114","US1FLLV0001","FL",2020-02-01,NA,NA,NA,0
"8115","US1FLLV0001","FL",2020-02-02,NA,NA,NA,0
"8116","US1FLLV0001","FL",2020-02-03,NA,NA,NA,0
"8117","US1FLLV0001","FL",2020-02-04,NA,NA,NA,0
"8118","US1FLLV0001","FL",2020-02-05,NA,NA,NA,0
"8119","US1FLLV0001","FL",2020-02-06,NA,NA,NA,0
"8120","US1FLLV0001","FL",2020-02-07,NA,NA,NA,254
"8121","US1FLLV0001","FL",2020-02-08,NA,NA,NA,0
"8122","US1FLLV0001","FL",2020-02-09,NA,NA,NA,NA
"8123","US1FLLV0001","FL",2020-02-10,NA,NA,NA,0
"8124","US1FLLV0001","FL",2020-02-11,NA,NA,NA,0
"8125","US1FLLV0001","FL",2020-02-12,NA,NA,NA,0
"8126","US1FLLV0001","FL",2020-02-13,NA,NA,NA,0
"8127","US1FLLV0001","FL",2020-02-14,NA,NA,NA,13
"8128","US1FLLV0001","FL",2020-02-15,NA,NA,NA,0
"8129","US1FLLV0001","FL",2020-02-16,NA,NA,NA,0
"8130","US1FLLV0001","FL",2020-02-17,NA,NA,NA,0
"8131","US1FLLV0001","FL",2020-02-18,NA,NA,NA,0
"8132","US1FLLV0001","FL",2020-02-19,NA,NA,NA,0
"8133","US1FLLV0001","FL",2020-02-20,NA,NA,NA,0
"8134","US1FLLV0001","FL",2020-02-21,NA,NA,NA,NA
"8135","US1FLLV0001","FL",2020-02-22,NA,NA,NA,0
"8136","US1FLLV0001","FL",2020-02-23,NA,NA,NA,0
"8137","US1FLLV0001","FL",2020-02-24,NA,NA,NA,NA
"8138","US1FLLV0001","FL",2020-02-25,NA,NA,NA,0
"8139","US1FLLV0001","FL",2020-02-26,NA,NA,NA,206
"8140","US1FLLV0001","FL",2020-02-27,NA,NA,NA,335
"8141","US1FLLV0001","FL",2020-02-28,NA,NA,NA,0
"8142","US1FLLV0001","FL",2020-02-29,NA,NA,NA,0
"8143","US1FLLV0001","FL",2020-03-01,NA,NA,NA,0
"8144","US1FLLV0001","FL",2020-03-02,NA,NA,NA,0
"8145","US1FLLV0001","FL",2020-03-03,NA,NA,NA,0
"8146","US1FLLV0001","FL",2020-03-04,NA,NA,NA,0
"8147","US1FLLV0001","FL",2020-03-05,NA,NA,NA,0
"8148","US1FLLV0001","FL",2020-03-06,NA,NA,NA,0
"8149","US1FLLV0001","FL",2020-03-07,NA,NA,NA,0
"8150","US1FLLV0001","FL",2020-03-08,NA,NA,NA,0
"8151","US1FLLV0001","FL",2020-03-09,NA,NA,NA,NA
